År,Månad,Företag,M,L,C,KD,S,V,MP,FI,PP,SD,Övriga,Osäkra,Publicerad,Intervjuperiod,Intervjuer
2007,Juni,SCB,23.9,5.9,6.5,4.4,45,5,5.5,,,,4,,14 juni,2-28 maj,6928
2007,Juni,Demoskop,30.1,7.2,6.1,3.8,37.7,3.6,8.2,,,2.7,0.6,10.1,11 juni,31 maj - 6 juni,1001
,,,,,,,,,,,,,,,,,
2007,Maj,Sentio,22,6.4,6.2,4.6,42.8,5,7,,,3.1,2.8,19.4,7 juni,22-31 maj,1867
2007,Maj,Novus,23.2,6.3,5.7,4.8,42.8,4.4,6.5,,,3.1,3.2,9.3,4 juni,14-27 maj,2000
2007,Maj,Skop,26.4,6.3,7.7,5.5,38,5.7,5.8,,,3.3,1.4,6,2 juni,23 april-22 maj,1083
2007,Maj,Temo,23.8,5.2,7.5,4.4,45,4.4,5.8,,,2.7,1.3,15.3,1 juni,14-30 maj,2728
2007,Maj,Sifo,25.1,5.7,7.8,4.5,40.7,5.6,6.9,,,3,0.7,13.5,20 maj,7-15 maj,1900
2007,Maj,Novus,25.2,5,6.5,3.8,43,5.5,6.2,,,3.2,1.6,8.8,,,
2007,Maj,Demoskop,29.2,4.2,5.8,2.9,41.6,5.1,6.8,,,2.7,1.7,11.4,4 maj,25 april - 1 maj,1006
,,,,,,,,,,,,,,,,,
2007,April,Novus,28.1,4.5,5.7,3.6,41.7,5.4,6.1,,,2.8,2,8.8,,,
2007,April,Skop,25.9,6.9,7.7,6.3,37.4,5,6.5,,,3.2,1.1,6,2 maj,26 mars - 26 apri,1079
2007,April,Temo,24.1,4.9,6.4,4.3,46.3,4.7,5.4,,,2.6,1.3,14.6,27-Apr,11-25 april,2216
2007,April,Sifo,24.3,5.4,6.3,5.4,44.1,4.3,5.4,,,3.4,1.5,13.8,15-Apr,2-12 april,1892
2007,April,Demoskop,29.7,5.3,5.6,4.7,40.9,6,5.5,,,,2.3,11.1,09-Apr,28 mars - 3 april,
,,,,,,,,,,,,,,,,,
2007,Mars,Sentio,23.2,6.2,7.5,3.2,44,5,5.5,,,4.3,1.1,,30 mars,20 - 26 mars,1300
2007,Mars,Novus,25.6,6.3,7.1,3.3,40,5.7,6.4,,,3.5,2.1,8,09-Apr,12 - 25 mars,2000
2007,Mars,Temo,25.3,6.1,6.7,4.1,42.5,5.9,5.8,,,2.3,1.3,13.8,29 mars,12 - 28 mars,2688
2007,Mars,Skop,26.2,6.7,7.7,5.6,38,5.8,5.8,,,3,1.1,5,25 mars,26 feb - 15 mars,1090
2007,Mars,Sifo,25.9,5.6,6.9,5.6,39.3,6.1,5.8,,,3.1,1.7,13.4,18 mars,5 - 15 mars,1904
2007,Mars,Demoskop,28,6.2,6.8,4.4,39.5,4.8,6.7,,,,3.6,8.9,12 mars,1-8 mars,1004
,,,,,,,,,,,,,,,,,
2007,Februari,Sentio,23,4.9,5.4,6.1,43.9,6.7,5.7,,,2.8,1.4,,2 mars,20-26 febr,1000
2007,Februari,Temo,25.2,5.6,6.8,5.2,41.4,5,6.7,,,2.5,1.6,14.8,22-Feb,7 - 21 febr,2232
2007,Februari,Novus,25.7,5.8,6.5,4.3,40.5,6.1,6,,,2.9,2.2,8.7,,29 jan - 25 febr,4000
2007,Februari,Sifo,24,6.4,6.4,5.6,41.4,5.9,6.3,,,2.6,1.4,13.9,18-Feb,5 - 15 febr,1890
2007,Februari,Skop,27.2,6.1,8.4,5.6,37.5,5.5,6.6,,,2,1.1,6,11-Feb,23 jan - 7 febr,1201
2007,Februari,Demoskop,31.3,6.3,4.6,5.2,39.9,5.3,5.7,,,,1.7,8.7,10-Feb,1 - 8 febr,1003
,,,,,,,,,,,,,,,,,
2007,Januari,Sentio,25.2,5.2,6.1,4.9,41.3,6.6,6.1,,,,4.2,,,23 - 29 jan,1000
2007,Januari,Novus,26.2,5.6,5.6,4.5,40.5,6,6.1,,,3.6,1.9,7.1,,2 - 28 jan,4001
2007,Januari,Sifo,26,5.3,6,4.9,41.4,5.7,6.5,,,2.8,1.4,11.6,21-Jan,8-18 jan,1908
2007,Januari,Temo,26.3,6.4,6.9,4.8,41,5.6,5.2,,,2.4,1.3,14.6,20-Jan,8-17 jan,1725
2007,Januari,Skop,25.5,8.1,7.8,6.6,36.2,5.8,5.8,,,2.8,1.3,6,14-Jan,5 dec - 3 jan,1075
2007,Januari,Demoskop,31.7,5.9,6.3,4,41.5,4.3,4.5,,,,1.8,11.4,13-Jan,2 - 9 jan,1011
2007,Januari,Novus,24.5,7.1,7.3,4,38.6,5.6,7,,,3.3,2.6,7,08-Jan,26 dec - 2 jan,1000
,,,,,,,,,,,,,,,,,
2006,December,Sentio,24,6.2,6.7,6.2,40.7,6.3,5.7,,,,4.1,,,,1000
2006,December,Temo,26.4,6.1,6.7,5.1,40.8,5.8,5.3,,,2.2,1.5,11.8,21-Dec,7 - 20 dec,1928
2006,December,Sifo,25.8,6.5,6.9,5.2,39.7,5.1,5.9,,,3,1.9,13.4,17-Dec,4 - 14 dec,1896
2006,December,Novus,27.3,6.3,4.9,5.7,38.2,5.6,7.9,,,,4.1,6.5,,4 - 10 dec,1000
2006,December,SCB,24.9,6.8,7.1,5.7,40.4,5.4,5.5,,,2.6,1.6,13,14-Dec,30 okt - 24 nov,7017
2006,December,Novus,26.4,7.4,6.1,5.4,38.1,5.7,6.7,,,,4.2,5.7,,27 nov - 3 dec,1000
2006,December,Demoskop,23.8,7.1,7.9,4.5,45.5,3.8,5,,,,2.5,12.2,09-Dec,28 nov - 5 dec,1008
2006,December,Skop,27.3,8.1,8.3,5.7,35.1,5.5,5.5,,,2.4,2.1,4,05-Dec,25 okt - 21 nov,1087
,,,,,,,,,,,,,,,,,
2006,November,Temo,25.2,6.8,7.4,5.6,39.9,5.7,5.3,,,2.6,1.4,12.6,24-Nov,6-22 nov,2920
2006,November,Sifo,25.5,6.3,6.7,5.3,38.9,5.7,6.6,,,3.1,2,12.6,19-Nov,6 - 16 nov,1903
2006,November,Demoskop,27.3,7,8.3,4.8,38.4,4.4,5.4,,,,4.5,9.8,11-Nov,31 okt - 7 nov,1002
,,,,,,,,,,,,,,,,,
2006,Oktober,Temo,26.9,7.1,7.1,5.7,37,5.9,5.7,,,2.5,2.2,14.3,27 okt,9-25 okt,2669
2006,Oktober,Sifo,26.3,8.3,7.3,5.9,35.4,5.6,5.4,,,3.4,2.4,10.8,22 okt,9-19 okt,1883
2006,Oktober,Demoskop,29.3,8.4,7.3,5.1,33.5,5.8,7.4,,,,3.2,10.8,,26 sept - 2 okt,1000
,,,,,,,,,,,,,,,,,
2006,September,Synovate Temo,28.8,7,7,8,33.6,6,4.3,,,2.2,0.9,21.9,16-Sep,13. 14. 16 sept,1689
2006,September,Sifo,25,9.2,7,7.4,34.8,5.8,5.3,,,,5.5,,16-Sep,13 â€“ 14 sept,1932
2006,September,Skop,23.9,10.3,6.6,7.5,36.1,5.1,6.4,,,,4.1,,16-Sep,,1600
2006,September,Ruab,28.5,9.8,5.8,4.8,35.5,5.7,5.6,,,,4.3,26.5,16-Sep,6 â€“ 14 sept,2040
2006,September,Synovate Temo,27.4,7.3,7.2,7.8,34.4,6.3,4.6,,,2.8,2.2,22.1,16-Sep,12 - 14 sept,1587
2006,September,Sifo,24.1,9.5,7,6.7,35.3,6.3,6.3,,,2,1,,15-Sep,11 - 13 sept ,1581
2006,September,Sifo,24.3,7.9,7.4,7.6,36.7,6.6,5.4,,,1.5,1.4,,14-Sep,9 - 12 sept,1200
2006,September,Demoskop,28.3,8.8,5.4,7.9,33.3,5.9,5.7,,,,4.6,14,14-Sep,9 - 12 sept,1012
2006,September,Synovate Temo,25.8,8.4,6.6,8.3,35.3,6.2,5,,,1.1,2.2,17.9,14-Sep,7 - 12 sept,1269
2006,September,Sifo,25.9,7.2,7.5,7.2,36.1,5.6,5.2,,,,5.3,,13-Sep,8 - 11 sept,1186
2006,September,Sifo,26.4,7.7,6.8,7.2,33.9,6.4,6.1,,,,5.4,,12-Sep,7 - 10 sept,1189
2006,September,Synovate Temo,25.8,8.1,7,7.4,34.8,6.5,5.7,,,,4.8,,12-Sep,4 - 10 sept,1793
2006,September,Sifo,24.5,9.6,6.3,7.3,34.2,7,5.5,,,,5.6,13.5,11-Sep,6 - 9 sept ,1200
2006,September,Sifo,24.5,9.6,6.4,7,34.4,6.5,6,,,,5.6,14.5,10-Sep,5 - 8 sept ,1214
2006,September,Synovate Temo,25.4,8.7,7.2,7.3,34.6,6.4,6.1,,,,4.5,20.8,09-Sep,2 - 7 sept ,1800
2006,September,Sifo,24.4,9.4,5.8,7.5,34.5,7.2,6.5,,,,4.8,14.5,09-Sep,4 - 7 sept,1231
2006,September,Sifo,24.4,8.8,5.5,8,35.7,7.3,5.9,,,,4.4,,08-Sep,3 - 6 sept,1164
2006,September,Sifo,26,7.6,6.2,7.5,35.7,7.1,5.7,,,,4.3,,07-Sep,1 - 5 sept,1198
2006,September,Demoskop,27.2,11.3,5.9,5.5,34,7.5,4.1,,,,4.4,12.9,07-Sep,29 aug - 5 sept,1007
2006,September,Sifo,25.7,8.6,6,7.1,34.9,7.3,5.9,,,,4.4,,06-Sep,31 aug - 4sept,1132
2006,September,Skop,23.3,11.3,6.6,7.4,33.1,7.2,5.8,,,,4.3,9,06-Sep,23 aug - 4 sept,1075
2006,September,Sifo,25.4,9.3,6.8,6.7,34.2,7.7,5.2,,,,4.8,13.9,05-Sep,30 aug - 3 sept,1062
2006,September,Synovate Temo,24.8,10.1,7.1,6.8,35.6,5.7,5.5,,,,2.6,20.8,05-Sep,28 aug - 3 sept,1903
2006,September,Sifo,23.9,11.5,6,6.7,34.2,6.9,6.3,,,,4.5,13.1,02-Sep,28 - 31 aug,1241
2006,September,Ruab,30.2,8.8,5,5.8,35.5,6.3,5.1,,,,3.3,29,01-Sep,20 - 30 aug,2067
,,,,,,,,,,,,,,,,,
2006,Augusti,Synovate Temo,26.9,11,5.7,6.3,34.7,5.8,5.9,,,,2.7,19.4,29-Aug,22 - 28 aug,1771
2006,Augusti,Sifo,24.3,10.2,6.7,6.5,35.8,5.6,6,,,,5.1,20,26-Aug,21 - 24 aug ,1248
2006,Augusti,Synovate Temo,26.2,11.4,5.5,6.7,36.4,4.8,5.2,,,,3.8,19.1,25-Aug,19 - 24 aug,1774
2006,Augusti,Ruab,29.1,8.7,5.1,5,40.4,4.6,4.6,,,,2.6,32.7,24-Aug,12 - 22 aug,2110
2006,Augusti,Synovate Temo,28,9.8,6.1,5.4,37.7,3.6,5.3,,,,4.1,22.6,22-Aug,14 - 20 aug,1780
2006,Augusti,Skop,26.9,10.1,6.1,7.2,35.5,4.4,5.1,,,,4.7,,21-Aug,9 - 19 aug,1000
2006,Augusti,Sifo,28.6,11.1,4.9,7,34.1,5.9,4.5,,,,3.9,20,19-Aug,14 - 17 aug,1239
2006,Augusti,Synovate Temo,28.6,10.2,5.7,5.6,34.8,4.7,5.8,,,,4.7,22.8,18-Aug,12 - 16 aug,1624
2006,Augusti,Skop,24.2,10.9,7.2,6.8,34.5,5.9,6.6,,,,2.7,9,11-Aug,12 juli - 8 aug,1087
2006,Augusti,Demoskop,30.4,9.9,4.6,5.5,33.7,6.9,5.2,,,,3.6,17.5,10-Aug,2 - 8 aug,1002
2006,Augusti,Sifo,26.7,10.3,6.6,6.9,34.6,5.6,5.9,,,,3.4,19.2,10-Aug,26 juli - 8 aug,1894
,,,,,,,,,,,,,,,,,
2006,Juli,Skop,25.3,12,5.9,6.2,36.2,5.9,4.8,,,,1.9,7,26-Jul,15 juni - 14 juli,1000
2006,Juli,Demoskop,30.9,8,7.3,5.3,35.7,4.4,4.2,,,,4.2,17.5,13-Jul,4 - 11 juli,1004
,,,,,,,,,,,,,,,,,
2006,Juni,Synovate Temo,26.3,9.9,5.8,5.6,36.8,5.9,4.5,,,,5.2,18.6,23-Jun,7 - 21 juni,2484
2006,Juni,Sifo,26.9,9.2,6.2,5,37.6,6.1,5.2,,,,3.8,17.6,18-Jun,5 - 15 juni ,1920
2006,Juni,SCB,25.9,10.9,6.2,5.8,37.5,5.8,4.7,,,,3.3,,15-Jun,2 - 30 maj,6900
2006,Juni,Ruab,30.4,8.4,5,4.7,37.2,5.5,6.3,,,,2.6,30,15-Jun,1 - 11 juni,2134
2006,Juni,Demoskop,27.4,8.8,5.4,5.7,37.4,6.9,6.2,,,,2.1,15.4,07-Jun,29 maj - 6 juni,1004
2006,Juni,Skop,24.8,10.2,6.2,6.4,37.8,6.5,4.8,,,,2,4,05-Jun,13 maj - 1 juni ,1216
,,,,,,,,,,,,,,,,,
2006,Maj,Sifo,25.2,11.7,5.8,5.2,36.6,6.8,5.5,,,,3.2,17.4,21/maj,8 - 18 maj,1896
2006,Maj,Synovate Temo,26.9,8.7,6.3,5.9,38.3,5.4,4.9,,,,3.7,19.6,19/maj,3 - 17 maj,2212
2006,Maj,Ruab,29.9,8.8,4.6,4.7,36.8,7.1,5.1,,,,2.9,30,12/maj,1 maj - 10 maj,1964
2006,Maj,Demoskop,30.3,10,3.6,4,36.2,7.1,5.5,,,,3.4,17.6,04/maj,24 april - 2 maj,1000
2006,Maj,Skop,21.9,12.7,7.4,6.9,34.3,7.6,5.3,,,,3.9,8,01/maj,6 - 29 april,1158
,,,,,,,,,,,,,,,,,
2006,April,Temo,27.9,9.9,6,6.3,36.5,5.1,5.3,,,,3,20.3,28-Apr,18 - 26 april,1725
2006,April,Sifo,26.2,11.5,5.3,5.4,36.2,6.4,5.2,,,,3.8,18,23-Apr,10 - 20 april,1908
2006,April,Ruab,32.9,8.9,4.5,5.2,35.2,5.6,5.2,,,,2.5,30.2,12-Apr,1 - 11 april,2062
2006,April,Demoskop,30,8.8,4.8,4.9,37.8,5.2,4.9,,,,3.5,23.2,07-Apr,28 mars - 3 april,1000
2006,April,Skop,23.5,9.6,6.9,6.4,39,5.7,5.7,,,,2.4,7,03-Apr,12 - 28 mars ,1100
,,,,,,,,,,,,,,,,,
2006,Mars,Temo,29.2,9.7,5.3,6.4,34.9,6.2,5.1,,,,3.1,21.2,31-Mar,13 - 29 mars,2715
2006,Mars,Sifo,28.2,10.2,6.7,5.9,36.2,5.6,4.4,,,,2.8,16.2,19-Mar,6 - 16 mars,1876
2006,Mars,Ruab,30.2,11,5.8,2.8,37.1,5.3,4.6,,,,3.2,32.5,18-Mar,6 - 15 mars,2070
2006,Mars,Demoskop,31,9.3,5.9,3.6,36.4,4.5,5.1,,,,4.2,20.1,09-Mar,28 feb - 6 mars,1003
2006,Mars,Skop,26.7,11,6.4,6,36.3,5.4,5,,,,2.3,10,05-Mar,7 - 28 februari,1072
,,,,,,,,,,,,,,,,,
2006,Februari,Temo,28.4,10.5,6.2,5.1,36.3,6,4.6,,,,2.9,21.1,24-Feb,6 - 22 feb,2754
2006,Februari,Sifo,28.1,10.7,5.8,6,34.9,6,4.9,,,,3.6,17.8,19-Feb,6 - 16 feb,1891
2006,Februari,Ruab,32,9.7,4.7,3.7,35.4,4.9,6.6,,,,3.1,30.2,18-Feb,6 - 15 feb,2067
2006,Februari,Skop,23.9,11.8,6.6,6.6,35.9,6.9,4.6,,,,3.7,,11-Feb,12 - 27 jan,1250
2006,Februari,Demoskop,31.6,9.1,4.7,4,36.3,7.2,5.5,,,,1.4,17.6,09-Feb,31 jan - 6 feb,1001
,,,,,,,,,,,,,,,,,
2006,Januari,Temo,30.9,10,5.6,4.4,34.3,6.2,4.8,,,,2.5,21,27-Jan,9 - 25 jan ,2746
2006,Januari,Sifo,30.9,9.3,6.9,4.8,35.3,6.7,4.1,,,,2,,22-Jan,9 - 19 jan,1891
2006,Januari,Ruab,31.3,8.7,6.8,4,36.4,5,5.6,,,,2.2,25.8,21-Jan,10 - 19 jan,2038
2006,Januari,Demoskop,30.8,10.1,4.2,3.6,37.9,5.6,6.2,,,,1.1,19.1,12-Jan,2 - 10 jan,1003
2006,Januari,Skop,24.2,10.7,6.9,4.6,36.9,6.3,6.9,,,,1.7,9,07-Jan,8 dec - 2 jan,1126
,,,,,,,,,,,,,,,,,
2005,December,Temo,30.3,10.4,6.2,4.9,34.5,5.2,5.2,,,,2.2,22.7,22-Dec,5 - 20 dec,2512
2005,December,Skop,22.7,10.5,6.5,7.1,36.7,5.9,6.4,,,,4.2,,18-Dec,17 nov - 13 dec,1200
2005,December,Sifo,29.7,10.5,6.7,4.6,33.2,5.9,4.5,,,,4.9,20.1,18-Dec,5 - 15 dec ,1889
2005,December,SCB,25.9,11.1,5.9,4.8,37.1,5.7,4.1,,,,5.5,,15-Dec,31 okt - 24 nov,9242
2005,December,Ruab,29,9.3,6.7,4.2,38,4.2,4.7,,,,3.9,25.8,10-Dec,29 nov - 9 dec ,2020
2005,December,Demoskop,30.5,9.7,6.3,4.5,31.9,6.7,6.2,,,,4.2,13.1,08-Dec,29 nov - 6 dec ,1001
,,,,,,,,,,,,,,,,,
2005,November,Temo,27.6,9.4,6.5,4,35.7,6.1,4.8,,,,2.7,18.2,25-Nov,8 - 23 nov,2499
2005,November,Ruab,32,9.4,6.3,3.3,34,4.3,5.8,,,,4.9,27.7,21-Nov,7 - 17 nov,2499
2005,November,Sifo,27.4,10.7,5.2,4.3,36.1,5,4.8,,,,2.8,17.6,13-Nov,31 okt - 10 nov ,1899
2005,November,Skop,24,12.8,6.9,6.2,36.7,5.2,4.7,,,,3.5,9,13-Nov,19 okt - 12 nov,1157
2005,November,Demoskop,31.3,9.3,6.7,3.1,33.1,7.3,4.2,,,,5,14.1,03-Nov,25 okt - 1 nov,1002
,,,,,,,,,,,,,,,,,
2005,Oktober,Temo,31.6,9.4,5.6,4.3,32.1,5.9,4.6,,,,1.9,19,28/okt,11 - 26 okt,2489
2005,Oktober,Sifo,30.2,9.1,5.3,4.8,33.7,6.4,4.3,,,,6.2,,16/okt,3 - 13 okt,1875
2005,Oktober,Skop,26.4,10.5,6.6,5.2,36.5,5.5,5.9,,,,3.5,8,15/okt,21 sept - 12 okt,1117
2005,Oktober,Ruab,30.8,8.8,5.2,4.5,34.4,4.5,5.3,,,,6.5,28,14/okt,3 - 12 okt,2078
2005,Oktober,Demoskop,30.8,11,4.7,3.3,35.3,5.9,4.2,,,,4.8,15.8,06/okt,27 sept - 4 okt,1002
2005,Oktober,Temo,31.4,8.7,6.8,3.7,35.5,5.7,4.7,,,,3.5,20,01/okt,19 - 29 sept,1952
,,,,,,,,,,,,,,,,,
2005,September,Sifo,30.5,10.2,5.7,4.7,34.3,5.5,6.1,,,,3,15.3,18-Sep,5 - 15 sept,1897
2005,September,Temo,32.5,10.1,6.3,4,34.4,5.6,4.3,,,,2.8,20.7,17-Sep,29 aug - 15 sept,3002
2005,September,Skop,25.6,11.2,5.9,8.3,36.1,6.6,3.8,,,,2.5,,17-Sep,23 aug - 15 sept,1146
2005,September,Ruab,32.7,8.9,6.9,3.7,35.1,6.4,4.5,,,,1.8,28,12-Sep,30 aug - 8 sept ,2057
2005,September,Demoskop,30.6,8.7,5.8,4,35.8,8.1,4.4,,,,2.6,16.4,06-Sep,30 aug - 5 sept,1000
,,,,,,,,,,,,,,,,,
2005,Augusti,Sifo,30,12.9,6,4.6,32.1,6.3,5.4,,,,2.7,,28-Aug,15 - 25 aug,1893
2005,Augusti,Temo,32.2,11.2,5.7,4.3,34.1,6.1,4.4,,,,2,22.6,26-Aug,8 - 25 aug,3273
2005,Augusti,Skop,27.1,13.9,5.9,6.3,33.3,5.9,5.7,,,,1.9,8,20-Aug,25 juli - 18 aug,1190
2005,Augusti,Skop,27.9,11.6,7.5,6.9,33.2,5.8,5.3,,,,1.8,10,04-Aug,21 - 25 juli ,1110
,,,,,,,,,,,,,,,,,
2005,Juli,Demoskop,35.8,9.7,6.5,4.3,29.3,6.2,4.7,,,,3.5,13.9,06-Jul,28 juni - 6 juli,1002
,,,,,,,,,,,,,,,,,
2005,Juni,Skop,24.6,13,6,6.6,34,6.9,5.3,,,,3.6,,27-Jun,,
2005,Juni,Temo,31.7,11.8,7.2,3.8,30.8,6.7,5.4,,,,2.6,22.2,23-Jun,7 - 21 juni,2571
2005,Juni,Sifo,29,12,5.6,5.5,31.4,6.5,6.3,,,,3.7,,19-Jun,6 - 16 juni,1888
2005,Juni,SCB,27.7,11.7,6.5,4.4,34.7,7,4.4,,,,3.5,,16-Jun,2 - 26 maj,9326
2005,Juni,Ruab,34.5,11,4.9,3.3,31.9,6.6,4.6,,,,3.2,27.6,10-Jun,30 maj - 8 juni,2169
2005,Juni,Demoskop,27.9,14.5,6.6,4.1,32,6.6,5.6,,,,2.7,16.4,08-Jun,31 maj - 7 juni,1000
,,,,,,,,,,,,,,,,,
2005,Maj,Temo,29.3,11.8,5.4,3.9,34.6,7,4.8,,,,3,19.4,27/maj,10 - 25 maj,2368
2005,Maj,Skop,26.2,12.3,6,7.3,34.9,6.8,4.5,,,,2,6,19/maj,28 april - 17 maj,1100
2005,Maj,Sifo,29.1,12.1,6.2,5.3,32.3,6.7,4.2,,,,4.1,,15/maj,2 - 11 maj,1890
2005,Maj,Demoskop,27.9,13.8,4.8,4.5,35.8,5.5,3.9,,,,3.7,12.4,10/maj,27 april - 9 maj,1001
2005,Maj,Zapera,29.9,13.5,6.1,5,26.1,7.7,4.9,,,,6.8,,01/maj,27 - 30 april,1012
,,,,,,,,,,,,,,,,,
2005,April,Temo,30.1,13.5,5.9,4,32.3,5,5,,,,4.1,23,29-Apr,12 - 27 april,2381
2005,April,Sifo,28.8,11.4,6.2,5.4,31.3,6.6,5.6,,,,4.7,,17-Apr,4 - 14 april ,1910
2005,April,Skop,27,11.4,5.8,5.2,33,7.7,6.8,,,,3.1,7,16-Apr,29 mars - 14 april ,1103
2005,April,Demoskop,30.4,12,5.5,4.4,30.8,6.9,7.1,,,,3,12.8,07-Apr,30 mars - 6 april,1001
,,,,,,,,,,,,,,,,,
2005,Mars,Temo,29,13.2,5,4.1,33.2,6.6,6,,,,2.9,19.4,26-Mar,7 - 22 mars,2619
2005,Mars,Skop,21.3,16.4,5.3,6.2,36.8,6.6,4.8,,,,2.6,6,25-Mar,28 feb - 23 mars,1200
2005,Mars,Ruab,31.5,10.8,5.8,4.3,31.3,6.9,6.1,,,,3.3,27.4,21-Mar,10 - 19 mars,2079
2005,Mars,Sifo,26.6,12.9,6.2,5.5,33,7.1,6.1,,,,2.5,,13-Mar,28 feb - 10 mars ,1896
2005,Mars,Demoskop,28.4,13.8,5.7,5.6,30.2,6.8,6.7,,,,2.8,13.7,06-Mar,23 feb - 2 mars,1004
,,,,,,,,,,,,,,,,,
2005,Februari,TEMO,27.5,11.1,6.3,3.6,34.4,7.6,6.8,,,,2.7,20,27-Feb,9 - 23 feb,2190
2005,Februari,Sifo,24.7,13.1,6.2,4.9,38,5.7,5.3,,,,2.1,,13-Feb,31 jan - 10 feb,1893
2005,Februari,Skop,21.6,13.6,5.7,6.5,38.1,6.6,5.2,,,,2.6,,13-Feb,20 jan - 8 feb,1200
2005,Februari,Demoskop,30.4,12.5,5.8,3.3,33.7,5.6,4.6,,,,4.2,12.6,03-Feb,26 jan - 2 feb ,1001
,,,,,,,,,,,,,,,,,
2005,Januari,Zapera,28.6,13,7.5,3.5,34.1,6.7,4.5,,,,2.1,,31-Jan,27 - 30 jan ,1009
2005,Januari,TEMO,27.6,11.6,6.6,3,36.1,7.4,5.2,,,,2.5,16.4,29-Jan,10 - 26 jan,2661
2005,Januari,Sifo,24.3,12.8,6.6,5.3,35,7.3,5.7,,,,3,,23-Jan,10 - 20 jan,1907
2005,Januari,Ruab,28.6,11.4,5.2,4.3,35.3,6.6,5.1,,,,3.5,28.9,17-Jan,11 - 15 jan,2123
2005,Januari,Demoskop,27.4,12.5,6.7,4.7,37.5,6.7,2.7,,,,1.8,17.1,12-Jan,4 - 11 jan,1003
,,,,,,,,,,,,,,,,,
2004,December,Skop,19.9,13.3,6.2,7,38,7.8,4,,,,3.8,6,19-Dec,22 nov - 15 dec,1195
2004,December,Sifo,25.1,12.7,6.5,4.6,35.5,7,5.7,,,,2.9,,19-Dec,6 dec - 16 dec,1886
2004,December,TEMO,27.9,10.7,5.9,4.9,35.4,8.1,4.8,,,,2.2,17.2,17-Dec,25 nov - 15 dec,2862
2004,December,SCB,23.4,12,6.7,5.5,37.9,7.6,4.7,,,,2.2,,09-Dec,1 nov - 26 nov,9201
2004,December,Demoskop,25.9,10.9,6.8,4,39,5.8,5.2,,,,2.4,13.8,06-Dec,24 nov - 1 dec,1001
,,,,,,,,,,,,,,,,,
2004,November,TEMO,28.2,11.7,6.5,4.4,34.6,6.5,6.2,,,,1.9,18.6,26-Nov,11 nov - 24 nov ,1910
2004,November,Skop,19.8,13.4,5.6,6.4,39.9,7.9,5.2,,,,1.9,8,22-Nov,30 okt - 18 nov,1225
2004,November,TEMO,26.2,10.5,5.9,3.9,36.2,8.4,6.5,,,,2.5,15.9,12-Nov,28 okt - 10 nov,1916
2004,November,Sifo,24.7,12.7,6.3,5.2,36.9,6.7,5.2,,,,2.3,,11-Nov,27 okt - 9 nov,1875
2004,November,Demoskop,27.4,9.7,6.9,3.6,39.1,7.6,3.6,,,,2,11.4,04-Nov,25 okt - 1 nov,1000
,,,,,,,,,,,,,,,,,
2004,Oktober,TEMO,29.4,9.9,5.7,4,37.6,6.6,5.1,,,,1.7,15.6,29/okt,14 - 27 okt,1972
2004,Oktober,Sifo,24.3,12,7.7,5.7,36.3,7.1,4.1,,,,2.8,,17/okt,4 okt - 14 okt,1882
2004,Oktober,TEMO,28.8,10.9,5.4,4.1,35,8.2,5.3,,,,2.3,17.9,15/okt,23 sept - 13 okt,2846
2004,Oktober,Demoskop,27.7,12.9,5.7,2.7,33.8,9.1,5.7,,,,2.4,,06/okt,28 sept - 5 okt,1009
,,,,,,,,,,,,,,,,,
2004,September,Ruab,27.1,11,5.5,4,34.7,8.8,5.9,,,,2.9,27.1,27-Sep,14 sept - 22 sept,
2004,September,TEMO,26.6,11.7,6.3,4.5,33.1,9.9,5.3,,,,2.6,15.2,24-Sep,25 aug - 22 sept,3779
2004,September,Skop,20.1,13.1,6.9,7,37.6,7.9,4.6,,,,2.8,8,19-Sep,27 aug - 18 sept,1300
2004,September,Sifo,23.5,12.4,8,5.2,33.1,9,5.4,,,,3.4,,19-Sep,6 - 16 sept ,1879
2004,September,Demoskop,27.3,10.2,6.7,5.6,33,10.5,5.8,,,,0.9,,06-Sep,24 aug - 1 sept,1001
,,,,,,,,,,,,,,,,,
2004,Augusti,Sifo,23.2,12.8,6.5,6.4,34.6,8.8,5.9,,,,1.8,,29-Aug,16 - 26 aug,1890
2004,Augusti,TEMO,23.5,9.8,6.7,5.2,35.9,10.8,6.1,,,,1.9,16.2,27-Aug,9 - 25 aug,2620
2004,Augusti,Demoskop,23.3,13.4,5.4,6.1,34.6,9.4,5.1,,,,2.9,13.6,01-Aug,,1000
,,,,,,,,,,,,,,,,,
2004,Juli,Skop,18.5,12.6,6.8,6.9,37.6,9,5.8,,,,2.8,7,18-Jul,19 juni - 8 juli,1050
2004,Juli,Demoskop,23.7,11.9,6.2,5.1,33.8,10.3,5.9,,,,3.1,16.5,01-Jul,,1000
,,,,,,,,,,,,,,,,,
2004,Juni,TEMO,22.9,10.7,6.8,4.8,35.2,11.8,5.9,,,,1.9,19.8,25-Jun,27 maj - 23 juni,4054
2004,Juni,SCB,21.6,11.7,6.6,6.2,37.7,9.5,4.6,,,,2.2,,17-Jun,3 - 27 maj,7041
2004,Juni,Demoskop,19.7,12.3,6.4,5.6,38.4,9.4,5.4,,,,2.8,15.4,01-Jun,,1000
,,,,,,,,,,,,,,,,,
2004,Maj,TEMO,23.4,11.7,5.5,5,37.3,10.7,4.6,,,,1.8,16.1,28/maj,29 april - 26 maj,2691
